Bag of Words	Doc2Vec 50k	Doc2Vec 500k	Doc2Vec All
0.019805041127600845	0.049230125753607044	0.02741348655749318	0.2072659589403328
0.006620173953774125	0.007291478230467095	0.016768873844226224	0.03090787578619907
0.0036830350714924308	9.873636025281465e-06	0.243712073996155	0.0010882643057102985
0.9696190324098573	0.04910971372130517	0.15863746717738514	0.020432679201902695
0.5422602482879206	0.00017155204707382628	0.2053557245195104	0.2547053978903214
0.005575365613378164	2.7801120994980396e-05	0.024001240509881328	0.08218731281635665
0.012250287825982314	0.01022028637527892	0.0028950071014025454	0.018630796455434407
0.0007432749441001026	0.013796865922018243	0.023792560041309495	0.020552469001020653
0.00970901310361538	0.5797573132349023	0.020473847411379382	0.018024048396829386
0.9034168139057512	0.47219243486693996	0.0441748450176646	0.059734216331182616
0.006149795949754161	8.927594980315814e-05	0.06710949211246507	0.06108765552158496
0.00026856930408904677	0.09246232689259898	0.038626671693616235	0.028521135708552418
0.009710408534420624	0.0005780766116625556	0.1846404413544742	0.060192063917183375
0.0032917094178900336	8.442458949002682e-05	0.017847449334501917	0.0084373492997935
0.015580459356019287	5.030591734259611e-07	0.014485023956336976	0.0010166223180235277
0.0016366377610346793	2.402655980998319e-05	0.015551447968006796	0.06416169273720584
0.511151449260869	0.9993622231610995	0.30171377943605227	0.16989014771590363
0.0020247541227986876	0.008081017656038756	0.01860580089840005	0.0031716800138213673
0.12432344844646283	0.0016963656287081505	0.09453551632945875	0.06720005337547087
0.0043586087104099955	0.0009198770513949784	0.020536491323094843	0.031365513339446045
0.20427051907106034	0.12337093739949584	0.08549578744687657	0.02301642767633256
0.9337967684028488	0.004335075759011068	0.05489976445029354	0.03264602013131404
0.17098938736188476	0.00035370086107422796	0.29131040136256503	0.20249113601397623
0.006341042211289359	0.004444091629688737	0.06365746574543805	0.014728277966602301
0.014662529944854058	0.0065192797049222415	0.007022800469127502	0.017011027093527514
0.02765618401374754	1.6574656897711933e-05	0.06920949761274646	0.004016857979073677
0.006261331639777893	7.432819663046252e-05	0.03763802546291492	0.22725814583966314
4.261355779504593e-05	0.00034344595709963696	0.1690409502461564	0.04739354520036944
0.00019357616158149885	0.7885190263802635	0.021025976663021455	0.08109272380477214
0.0021249034446525726	2.2455340435877254e-05	0.06997661512590873	0.009865312143407712
0.008011214678805311	0.021076720669718375	0.21368416691231998	0.01521466727522618
0.018230590173353815	0.029406991386306317	0.0969365806594381	0.0031018537312203958
0.7372349659076933	0.00637579045805475	0.7858669077880406	0.5064510352674334
0.003788847471340511	0.07799371781083464	0.011169261169675648	0.021794730769484356
0.004863391782073172	4.543039912159082e-06	0.03201490029105425	0.001655897017026493
0.0037120709784206536	0.0021188172663423963	0.07879724197926127	0.008947464658129777
0.540610659039475	0.0004019762367620266	0.5308150908063214	0.19211249414655387
0.0006068343604523756	0.26321453028489405	0.04467735118026598	0.052772034058581815
0.0164708505880022	0.00501154268321495	0.017959254563966437	0.10488117851295192
0.020462161786259273	0.02661068929495476	0.05911753717646467	0.05331728019705417
0.3610240461120251	0.0027530424559443446	0.24434958108765953	0.4789096279991904
0.017084951198954618	0.6300872891804111	0.025625104413924613	0.0299369438921325
0.0057896330510539065	3.048573027199772e-05	0.011158641601737579	0.020294637907753335
0.014455398519068475	0.257570719278664	0.014848650691189246	0.0011696580133588323
0.006323275431631342	0.4672123799736104	0.02710121638761675	0.009103473201386155
0.02487896802677666	0.0016759459160651624	0.17850954619646683	0.33532916166298193
0.003409927948697084	2.2213104583292187e-06	0.014485862165456146	0.011275299690317417
0.007767143391710212	0.0032786083830909545	0.06771938234385753	0.014939986401624215
0.040910724960063885	0.007203572133206936	0.15381267353051933	0.02812451251830996
0.006417526119122234	0.0007452940356529274	0.31609766677560575	0.10273098680097763
0.008057882758322093	0.029224152613888315	0.03325515324833732	0.016773384439903352
0.0015244345567054804	0.006209728981896392	0.11772639531776403	0.09017458468743993
0.026301765595636562	0.0009252590989187622	0.10103859080853293	0.042412724481352734
0.16720320682512516	0.00019402437243029434	0.158971675144649	0.10433579107121575
0.0003499628985806819	0.061380350276366416	0.04034210554822684	0.0731710930279978
0.05922024710530088	0.0015290324363151854	0.35763377046991335	0.008446642694444988
0.0027395734249361673	0.00024781897907532176	0.027292819812571492	0.044811708802958705
0.21824379355580623	0.013109175679309915	0.109597821862445	0.019136103916786676
0.9008044034561722	0.0015329871438955458	0.28624402250374	0.030820962385575284
0.9750557229090684	0.7756400147881355	0.158735529780517	0.30293929141401094
0.002620841818651075	0.0025827450015132565	0.2088903521636929	0.06003792574034942
0.002763646276942379	0.1334864116896832	0.0010755594454713957	0.0006324005605441646
0.0046043191401716225	0.07422153362268524	0.05688344672062651	0.026474180054571667
0.49741425054012744	0.00046745711545541157	0.6017817005583932	0.36763024542886574
0.01088482308839849	0.2095666502173792	0.0074662545772973335	0.01141543646225332
0.006460200362456119	0.03927076365541631	0.00907980265571852	0.008205243695537455
0.0014589955454031253	0.4466039524855616	0.055995530485685965	0.00280963649422281
0.015640622296951068	0.000309633618947038	0.24570533404239017	0.33213141311437133
0.14788440144020146	0.0005396211021638942	0.06546570539722593	0.0629917782676906
0.005318494636437393	0.000921285267426351	0.0027894002560479576	0.016459934924000327
0.005477349350521506	6.187924829935975e-05	0.028093838052963484	0.07642067633360339
0.1625751409422625	0.002348925401164833	0.02265041843844818	0.008295428848002735
0.10071274438094324	0.002523499427581897	0.042149747478630505	0.11874584540890004
0.16451982964849177	0.003941703497931729	0.1623495814774821	0.003178605613613787
0.2332080199875446	0.16711293933304627	0.18744363746683357	0.12800771047961598
0.002341553886587279	0.19485136639383704	0.035510029416254876	0.01589473781573236
0.010457259116861154	0.849869777064068	0.05137071587480222	0.00919719954792476
0.00040195336762305405	0.047189878028110324	0.015443247941284086	0.03246711493296907
0.004564150689698858	0.003875094221183524	0.008418752297576207	0.017644227773557654
0.03669522844019472	0.0860233277212529	0.16653629613719229	0.031045934548551975
0.001358086069579908	0.0003206298776511608	0.008179704460115894	0.00839286986681785
0.001402969461736199	0.6782805739496153	0.0018598397788797156	0.006522180118796747
8.85976881499972e-06	0.008570046854219145	0.1708546609896879	0.14900469877848493
0.048943611264854706	0.0004038800558772515	0.5655733161013211	0.00613055605615588
0.006936597475044931	0.1851280858761919	0.02243581297266231	0.08302636940574583
0.16110158289014279	0.0008931438534052614	0.03673957043931534	0.043365551414671064
5.87542580394874e-05	0.085566214770097	0.003258158412969008	0.009917817875188957
0.0006569867397130826	0.0015536081972396588	0.05909341695194841	0.010699773695814877
0.020476948359995886	0.039977859446997735	0.018654394959409116	0.00927078477495682
0.08039083549155425	4.524993075867164e-06	0.08300648857645507	0.006384778156051955
0.00035607142742516683	0.819342074072793	0.24967314147743727	0.003361962246227042
0.0010449187761018275	0.06359244220613598	0.013192149135902182	0.009223867512624332
