uncal	cal	candidate_id
0.041502107	0.14542077	883882
0.19558291	0.31052306	884221
0.13129924	0.2561973	884651
0.12984717	0.25482488	885046
0.29197043	0.37761703	885446
0.8051836	0.69006586	885663
0.0715888	0.19070153	886137
0.92250526	0.80173033	886472
0.5949659	0.55401456	887066
0.99382436	0.946141	887142
0.387251	0.43564805	887211
0.82657075	0.70698994	887548
0.43909672	0.46552944	887590
0.3612459	0.4203103	887645
0.9301239	0.8115567	887680
0.95129126	0.8424279	888103
0.536728	0.5207428	888196
0.16017132	0.28198355	888241
0.0639066	0.18032634	888372
0.97669095	0.89158165	888622
0.15038885	0.27354234	888677
0.9215162	0.800494	888806
0.99277097	0.94139755	888899
0.10890811	0.23403783	890190
0.3851208	0.43440226	890332
0.12960815	0.25459817	891791
0.24922632	0.3493204	891875
0.39680377	0.44121453	892063
0.017236426	0.092730455	892274
0.06757927	0.18536688	893209
