disease_associates,gene_associates,prior_perm,prior_perm_stderr,n_associations,n_possible
49,47,0.319178,0.000545945,0,2
49,46,0.309613,0.00054157,1,2
49,40,0.253207,0.000508629,1,2
49,39,0.244534,0.00050399,0,2
49,37,0.226491,0.000490704,0,2
49,35,0.208557,0.000475684,1,2
49,34,0.20006,0.00046847,0,2
49,33,0.192159,0.000462083,0,2
49,31,0.176186,0.000447187,0,2
49,30,0.167535,0.000438113,1,2
49,28,0.152336,0.000421207,0,2
49,27,0.144681,0.000205698,0,8
49,26,0.137712,0.00016378,3,12
49,25,0.130885,0.000395099,1,2
49,24,0.123589,0.000171398,0,10
49,22,0.109456,0.000210505,0,6
49,21,0.103341,0.000134198,2,14
49,20,0.0967336,0.000173077,1,8
49,19,0.0908742,0.000118343,1,16
49,18,0.0850043,0.000327476,0,2
49,17,0.078653,0.000181804,0,6
49,16,0.0728668,0.000100809,3,18
49,15,0.0671711,9.73415e-05,1,18
49,14,0.0617845,9.94516e-05,0,16
49,13,0.056253,6.13864e-05,5,38
49,12,0.0510409,6.40607e-05,2,32
49,11,0.0460915,5.08295e-05,4,46
49,10,0.0411179,4.44088e-05,2,54
49,9,0.036327,4.03408e-05,2,58
49,8,0.0317008,3.1364e-05,4,84
49,7,0.0272821,2.1089e-05,3,158
49,6,0.0229389,1.70321e-05,4,202
49,5,0.0188141,1.30265e-05,6,284
49,4,0.014738,8.72098e-06,6,486
49,3,0.0108518,5.50903e-06,9,878
49,2,0.0071024,2.81754e-06,13,2078
49,1,0.00348299,1.08961e-06,22,6228
48,47,0.314269,0.000772353,0,1
48,46,0.304852,0.000765899,1,1
48,40,0.249438,0.000719885,1,1
48,39,0.239177,0.000709724,0,1
48,37,0.22248,0.000691974,0,1
48,35,0.205545,0.00067232,1,1
48,34,0.197988,0.000662977,0,1
48,33,0.188795,0.000651102,0,1
48,31,0.172857,0.000629103,0,1
48,30,0.165679,0.00061857,0,1
48,28,0.149733,0.000593641,0,1
48,27,0.14251,0.000289216,0,4
48,26,0.135232,0.000230696,0,6
48,25,0.128776,0.000557276,0,1
48,24,0.120602,0.000241464,1,5
48,22,0.107425,0.00029711,1,3
48,21,0.101708,0.000189142,0,7
48,20,0.0953991,0.000243679,1,4
48,19,0.0890689,0.000166506,0,8
48,18,0.0833546,0.00045989,0,1
48,17,0.0774263,0.000256448,1,3
48,16,0.071526,0.000141995,2,9
48,15,0.0657479,0.000136754,1,9
48,14,0.060408,0.000139505,0,8
48,13,0.055117,8.63668e-05,2,19
48,12,0.050042,9.0004e-05,0,16
48,11,0.0450937,7.12977e-05,0,23
48,10,0.0402277,6.226e-05,0,27
48,9,0.035574,5.66769e-05,0,29
48,8,0.031081,4.39448e-05,0,42
48,7,0.0267518,2.95782e-05,2,79
48,6,0.0225203,2.39588e-05,4,101
48,5,0.0184104,1.82565e-05,2,142
48,4,0.014441,1.22744e-05,2,243
48,3,0.0106341,7.74001e-06,3,439
48,2,0.0069551,3.9451e-06,12,1039
48,1,0.00340362,1.5284e-06,11,3114
46,47,0.304204,0.000765441,0,1
46,46,0.296667,0.000759982,0,1
46,40,0.24078,0.000711348,1,1
46,39,0.231349,0.000701595,0,1
46,37,0.215283,0.000683832,0,1
46,35,0.19816,0.000663193,0,1
46,34,0.190157,0.000652898,0,1
46,33,0.182902,0.000643183,0,1
46,31,0.166701,0.000620094,0,1
46,30,0.159039,0.000608454,0,1
46,28,0.144443,0.000584872,0,1
46,27,0.13727,0.00028514,0,4
46,26,0.130238,0.000226975,0,6
46,25,0.123234,0.000546884,1,1
46,24,0.116842,0.000237742,0,5
46,22,0.103763,0.000292049,1,3
46,21,0.0972874,0.000184855,1,7
46,20,0.0914587,0.000238938,0,4
46,19,0.0851545,0.000163112,0,8
46,18,0.0797063,0.000450607,0,1
46,17,0.073862,0.00025086,1,3
46,16,0.0684913,0.000139198,0,9
46,15,0.0629026,0.000134073,0,9
46,14,0.0579313,0.000136749,0,8
46,13,0.0527388,8.45423e-05,0,19
46,12,0.0478303,8.81787e-05,3,16
46,11,0.043259,6.98698e-05,1,23
46,10,0.0386091,6.10979e-05,2,27
46,9,0.0341119,5.54708e-05,0,29
46,8,0.0297949,4.3026e-05,2,42
46,7,0.0255561,2.89048e-05,2,79
46,6,0.0215197,2.34159e-05,5,101
46,5,0.0176174,1.786e-05,2,142
46,4,0.0138369,1.2021e-05,2,243
46,3,0.0101669,7.55385e-06,7,439
46,2,0.0066561,3.85022e-06,4,1039
46,1,0.00326428,1.4958e-06,11,3114
44,47,0.294811,0.000534054,0,2
44,46,0.287265,0.00053016,2,2
44,40,0.232293,0.000494804,0,2
44,39,0.224239,0.00048744,0,2
44,37,0.206975,0.000474924,1,2
44,35,0.190592,0.000459986,1,2
44,34,0.181306,0.000451421,1,2
44,33,0.175141,0.00044537,0,2
44,31,0.159411,0.000429526,1,2
44,30,0.152711,0.000421996,0,2
44,28,0.138079,0.000404968,0,2
44,27,0.131662,0.000197263,1,8
44,26,0.124742,0.000157297,1,12
44,25,0.118941,0.000379262,0,2
44,24,0.11205,0.000164576,1,10
44,22,0.099568,0.000202521,0,6
44,21,0.0934544,0.000128312,2,14
44,20,0.0875402,0.00016509,0,8
44,19,0.0817103,0.000112831,1,16
44,18,0.0759043,0.00031099,0,2
44,17,0.0708268,0.000173675,0,6
44,16,0.0655619,9.62117e-05,1,18
44,15,0.0605253,9.28493e-05,1,18
44,14,0.0554785,9.46274e-05,0,16
44,13,0.050612,5.84618e-05,2,38
44,12,0.0459169,6.1041e-05,2,32
44,11,0.0414008,4.83531e-05,0,46
44,10,0.0368933,4.20887e-05,3,54
44,9,0.0326359,3.84334e-05,1,58
44,8,0.0284694,2.98297e-05,1,84
44,7,0.024503,1.99404e-05,3,158
44,6,0.0205457,1.61333e-05,3,202
44,5,0.016836,1.23326e-05,6,284
44,4,0.0132127,8.26114e-06,6,486
44,3,0.00972142,5.2177e-06,13,878
44,2,0.0063542,2.65722e-06,10,2078
44,1,0.00311831,1.03082e-06,24,6228
42,47,0.285589,0.000429395,1,3
42,46,0.276023,0.000424516,1,3
42,40,0.22287,0.000396684,0,3
42,39,0.215599,0.000391808,0,3
42,37,0.199663,0.000381127,0,3
42,35,0.18318,0.000368689,1,3
42,34,0.175305,0.000362896,1,3
42,33,0.167767,0.000355933,1,3
42,31,0.153469,0.000343817,2,3
42,30,0.146662,0.000337662,1,3
42,28,0.133371,0.00032414,0,3
42,27,0.126108,0.000157719,4,12
42,26,0.119661,0.000125552,1,18
42,25,0.113068,0.000302063,0,3
42,24,0.107205,0.000131355,1,15
42,22,0.0951133,0.000161409,2,9
42,21,0.0894608,0.000102221,4,21
42,20,0.083704,0.000131794,1,12
42,19,0.0783988,9.0338e-05,2,24
42,18,0.0729503,0.000248678,0,3
42,17,0.0678254,0.00013859,0,9
42,16,0.062748,7.69223e-05,1,27
42,15,0.0578294,7.39395e-05,5,27
42,14,0.0530451,7.55108e-05,0,24
42,13,0.0483116,4.65309e-05,4,57
42,12,0.0438805,4.85173e-05,0,48
42,11,0.039487,3.84038e-05,5,69
42,10,0.0352465,3.35157e-05,4,81
42,9,0.0311629,3.05538e-05,2,87
42,8,0.0271868,2.36726e-05,4,126
42,7,0.0233617,1.58748e-05,6,237
42,6,0.0196345,1.28826e-05,8,303
42,5,0.0160535,9.80157e-06,4,426
42,4,0.0125915,6.60423e-06,6,729
42,3,0.00926351,4.16702e-06,13,1317
42,2,0.00606072,2.12343e-06,16,3117
42,1,0.00297118,8.21436e-07,25,9342
41,47,0.281113,0.000747927,1,1
41,46,0.272291,0.0007406,0,1
41,40,0.219225,0.000688329,0,1
41,39,0.21081,0.000678617,1,1
41,37,0.195876,0.000660299,0,1
41,35,0.179052,0.000637875,0,1
41,34,0.172359,0.000628385,0,1
41,33,0.164957,0.000617487,0,1
41,31,0.151227,0.000596073,0,1
41,30,0.143122,0.000582642,0,1
41,28,0.129379,0.000558386,0,1
41,27,0.123534,0.000272585,0,4
41,26,0.116476,0.00021682,0,6
41,25,0.11023,0.000521046,0,1
41,24,0.104994,0.000227216,0,5
41,22,0.092407,0.000278092,0,3
41,21,0.087426,0.000176676,0,7
41,20,0.0817463,0.0002274,1,4
41,19,0.0765292,0.000155274,2,8
41,18,0.0715488,0.000428814,0,1
41,17,0.0660044,0.000238004,0,3
41,16,0.0610711,0.000131968,0,9
41,15,0.0564001,0.000127155,0,9
41,14,0.0516727,0.000129509,1,8
41,13,0.0471752,8.01846e-05,2,19
41,12,0.0427309,8.36086e-05,0,16
41,11,0.0386687,6.62858e-05,0,23
41,10,0.0344382,5.76897e-05,1,27
41,9,0.0304574,5.25934e-05,0,29
41,8,0.0265107,4.08118e-05,1,42
41,7,0.022756,2.72795e-05,2,79
41,6,0.0191915,2.2142e-05,1,101
41,5,0.0156393,1.682e-05,2,142
41,4,0.0122797,1.12798e-05,2,243
41,3,0.00903863,7.13088e-06,5,439
41,2,0.00591741,3.63832e-06,6,1039
41,1,0.00290009,1.41054e-06,13,3114
40,47,0.276551,0.000744183,1,1
40,46,0.265224,0.000734467,0,1
40,40,0.214198,0.000682578,0,1
40,39,0.207845,0.000675093,0,1
40,37,0.192048,0.000655369,0,1
40,35,0.17583,0.000633349,1,1
40,34,0.167573,0.000621388,0,1
40,33,0.161275,0.000611902,0,1
40,31,0.146295,0.000587972,0,1
40,30,0.140595,0.000578326,0,1
40,28,0.127115,0.000554198,0,1
40,27,0.120662,0.000269518,0,4
40,26,0.113966,0.000214271,0,6
40,25,0.107642,0.000515641,0,1
40,24,0.102415,0.000224253,1,5
40,22,0.0907646,0.000275531,0,3
40,21,0.0853254,0.000174602,0,7
40,20,0.080264,0.000225234,0,4
40,19,0.0748923,0.000153821,0,8
40,18,0.0695862,0.000423339,0,1
40,17,0.0648224,0.000235558,0,3
40,16,0.0597747,0.000130831,0,9
40,15,0.0551044,0.000125863,3,9
40,14,0.0507503,0.000128376,2,8
40,13,0.0459694,7.89925e-05,1,19
40,12,0.0417351,8.25464e-05,0,16
40,11,0.0375563,6.51993e-05,1,23
40,10,0.0336632,5.72442e-05,2,27
40,9,0.0296397,5.18116e-05,0,29
40,8,0.0258856,4.02521e-05,1,42
40,7,0.0222528,2.70335e-05,1,79
40,6,0.018717,2.1883e-05,1,101
40,5,0.0152891,1.6641e-05,3,142
40,4,0.011989,1.11937e-05,4,243
40,3,0.00881287,7.0467e-06,5,439
40,2,0.00575929,3.59259e-06,6,1039
40,1,0.00282576,1.39037e-06,7,3114
38,47,0.264816,0.000516017,1,2
38,46,0.256829,0.000511471,0,2
38,40,0.206099,0.000473345,0,2
38,39,0.198275,0.000467495,0,2
38,37,0.182751,0.000453339,1,2
38,35,0.168086,0.000438185,1,2
38,34,0.161343,0.000431209,0,2
38,33,0.154303,0.000423211,0,2
38,31,0.14117,0.000408664,0,2
38,30,0.134306,0.000399958,0,2
38,28,0.121563,0.00038319,1,2
38,27,0.115596,0.00018662,1,8
38,26,0.109035,0.000148185,2,12
38,25,0.103423,0.000357196,1,2
38,24,0.0976051,0.00015485,1,10
38,22,0.0864529,0.000190182,0,6
38,21,0.0813942,0.000120431,1,14
38,20,0.0762922,0.00015553,0,8
38,19,0.071086,0.00010605,1,16
38,18,0.0663448,0.000291914,0,2
38,17,0.0615284,0.000162884,1,6
38,16,0.0568885,9.00959e-05,3,18
38,15,0.0523022,8.66144e-05,1,18
38,14,0.0479672,8.83043e-05,0,16
38,13,0.0437606,5.45873e-05,1,38
38,12,0.039787,5.67667e-05,1,32
38,11,0.0357995,4.50175e-05,0,46
38,10,0.0318606,3.92773e-05,1,54
38,9,0.0281307,3.57002e-05,2,58
38,8,0.0246041,2.77236e-05,4,84
38,7,0.0211176,1.857e-05,3,158
38,6,0.0177379,1.50342e-05,5,202
38,5,0.0144912,1.1475e-05,3,284
38,4,0.0113904,7.68419e-06,7,486
38,3,0.00836674,4.84861e-06,6,878
38,2,0.00546405,2.46816e-06,11,2078
38,1,0.00268004,9.57008e-07,16,6228
36,47,0.253275,0.000723543,0,1
36,46,0.244954,0.000715512,0,1
36,40,0.19726,0.000662057,0,1
36,39,0.18931,0.000651783,1,1
36,37,0.173945,0.000630665,0,1
36,35,0.160763,0.000611116,0,1
36,34,0.154773,0.000601759,1,1
36,33,0.147479,0.000589938,0,1
36,31,0.132892,0.000564773,0,1
36,30,0.127021,0.000554023,0,1
36,28,0.114769,0.000530309,0,1
36,27,0.109822,0.000259191,1,4
36,26,0.104005,0.000205938,0,6
36,25,0.0986758,0.000496174,0,1
36,24,0.0928407,0.000214691,1,5
36,22,0.0824097,0.000263362,0,3
36,21,0.077177,0.000166804,0,7
36,20,0.0723384,0.000214955,1,4
36,19,0.0674756,0.000146706,1,8
36,18,0.0632114,0.000404862,0,1
36,17,0.0581726,0.000224545,1,3
36,16,0.0541349,0.000125034,1,9
36,15,0.0497423,0.00012016,1,9
36,14,0.0455982,0.000122289,0,8
36,13,0.0414882,7.53101e-05,1,19
36,12,0.0376129,7.85155e-05,1,16
36,11,0.0339176,6.22127e-05,1,23
36,10,0.0302621,5.42055e-05,1,27
36,9,0.0267129,4.92345e-05,0,29
36,8,0.023206,3.81192e-05,0,42
36,7,0.0199897,2.55777e-05,3,79
36,6,0.0167896,2.07412e-05,0,101
36,5,0.013723,1.58173e-05,2,142
36,4,0.0107728,1.05946e-05,4,243
36,3,0.007914,6.68024e-06,5,439
36,2,0.00517803,3.40648e-06,4,1039
36,1,0.00253408,1.31937e-06,5,3114
34,47,0.243491,0.000502994,1,2
34,46,0.235145,0.000496532,1,2
34,40,0.188162,0.000458301,0,2
34,39,0.1811,0.000451101,0,2
34,37,0.166533,0.000436869,1,2
34,35,0.152254,0.000421418,0,2
34,34,0.146354,0.0004145,0,2
34,33,0.139449,0.000405937,0,2
34,31,0.126915,0.00039061,0,2
34,30,0.121136,0.000382973,0,2
34,28,0.109688,0.000366919,0,2
34,27,0.103976,0.000178255,1,8
34,26,0.0986169,0.00014196,2,12
34,25,0.0931023,0.000341048,0,2
34,24,0.0880176,0.000147846,2,10
34,22,0.0777566,0.000181025,0,6
34,21,0.0732415,0.000114674,1,14
34,20,0.0681378,0.000147365,0,8
34,19,0.0639119,0.000100901,0,16
34,18,0.0600835,0.000278872,1,2
34,17,0.0552421,0.000154802,0,6
34,16,0.0510633,8.57247e-05,0,18
34,15,0.0470124,8.24957e-05,1,18
34,14,0.0430399,8.38915e-05,1,16
34,13,0.0391976,5.18169e-05,0,38
34,12,0.0355648,5.39651e-05,3,32
34,11,0.0320086,4.26841e-05,2,46
34,10,0.0286099,3.73148e-05,2,54
34,9,0.0251951,3.37786e-05,4,58
34,8,0.0219794,2.62112e-05,0,84
34,7,0.0188554,1.75785e-05,0,158
34,6,0.0158357,1.42273e-05,3,202
34,5,0.0129303,1.08301e-05,4,284
34,4,0.0101676,7.26874e-06,2,486
34,3,0.00747527,4.57868e-06,11,878
34,2,0.004881,2.33912e-06,10,2078
34,1,0.00238963,9.05169e-07,15,6228
33,47,0.237491,0.000498489,1,2
33,46,0.228409,0.000492097,1,2
33,40,0.182909,0.000452677,0,2
33,39,0.176677,0.000446832,0,2
33,37,0.162179,0.000432649,0,2
33,35,0.148185,0.000417198,1,2
33,34,0.14316,0.00041047,0,2
33,33,0.13592,0.000402184,0,2
33,31,0.123336,0.000386286,1,2
33,30,0.117989,0.000378119,0,2
33,28,0.107067,0.00036269,0,2
33,27,0.101082,0.000175737,1,8
33,26,0.0958237,0.000139832,2,12
33,25,0.0907702,0.000337329,0,2
33,24,0.0855134,0.00014602,0,10
33,22,0.0759219,0.00017907,2,6
33,21,0.0709839,0.00011324,3,14
33,20,0.0665504,0.000145852,0,8
33,19,0.062037,9.96124e-05,3,16
33,18,0.0579687,0.000274465,0,2
33,17,0.0536828,0.000152694,2,6
33,16,0.0496188,8.44795e-05,1,18
33,15,0.0456371,8.11429e-05,2,18
33,14,0.0418122,8.27361e-05,0,16
33,13,0.0381813,5.11595e-05,2,38
33,12,0.0345262,5.32111e-05,0,32
33,11,0.0309777,4.20062e-05,3,46
33,10,0.0277468,3.67584e-05,1,54
33,9,0.024464,3.33417e-05,4,58
33,8,0.0213054,2.58489e-05,2,84
33,7,0.0182762,1.72638e-05,5,158
33,6,0.0153737,1.4048e-05,2,202
33,5,0.0125636,1.06869e-05,4,284
33,4,0.0098552,7.17444e-06,2,486
33,3,0.00724531,4.51471e-06,4,878
33,2,0.00473545,2.30252e-06,4,2078
33,1,0.00231891,8.92196e-07,13,6228
28,47,0.209113,0.000676606,1,1
28,46,0.199749,0.000665186,0,1
28,40,0.158884,0.000608214,0,1
28,39,0.153207,0.00059926,0,1
28,37,0.140426,0.000578035,1,1
28,35,0.129033,0.00055775,0,1
28,34,0.122938,0.000546319,0,1
28,33,0.117072,0.000534906,0,1
28,31,0.105909,0.000511971,0,1
28,30,0.101646,0.000502756,0,1
28,28,0.0914567,0.000479588,0,1
28,27,0.0871288,0.000233791,0,4
28,26,0.0822293,0.000185438,1,6
28,25,0.0771292,0.000443883,0,1
28,24,0.0728127,0.000192376,0,5
28,22,0.0646775,0.00023545,0,3
28,21,0.0607269,0.000149326,0,7
28,20,0.0568539,0.000192138,0,4
28,19,0.0531107,0.000130987,1,8
28,18,0.0494901,0.000360849,0,1
28,17,0.0459018,0.000201153,0,3
28,16,0.04208,0.000110739,1,9
28,15,0.0389075,0.000106654,0,9
28,14,0.0354654,0.000108393,1,8
28,13,0.0322753,6.69691e-05,1,19
28,12,0.0292497,6.94287e-05,2,16
28,11,0.0263315,5.49834e-05,1,23
28,10,0.0235196,4.79843e-05,1,27
28,9,0.0207812,4.36006e-05,0,29
28,8,0.0181121,3.38132e-05,0,42
28,7,0.0155556,2.26821e-05,1,79
28,6,0.0130159,1.83454e-05,0,101
28,5,0.0106313,1.39471e-05,1,142
28,4,0.00834394,9.33887e-06,1,243
28,3,0.00612896,5.88429e-06,2,439
28,2,0.00400205,2.99879e-06,9,1039
28,1,0.00195939,1.16185e-06,3,3114
27,47,0.202456,0.000471558,0,2
27,46,0.194141,0.000463638,0,2
27,40,0.154822,0.000424,1,2
27,39,0.147452,0.000415522,0,2
27,37,0.136195,0.000402238,1,2
27,35,0.124669,0.000387582,0,2
27,34,0.119068,0.000379944,0,2
27,33,0.114322,0.0003731,0,2
27,31,0.103492,0.000357784,0,2
27,30,0.0979893,0.000348608,0,2
27,28,0.0884256,0.000333299,0,2
27,27,0.0839313,0.000162176,0,8
27,26,0.0793337,0.000128598,1,12
27,25,0.0744871,0.000308435,0,2
27,24,0.0708764,0.000134108,0,10
27,22,0.0627464,0.000163995,0,6
27,21,0.0585059,0.000103394,2,14
27,20,0.0548636,0.000133283,2,8
27,19,0.0511254,9.08559e-05,1,16
27,18,0.0474847,0.000249957,0,2
27,17,0.0440444,0.000138596,0,6
27,16,0.0406376,7.68671e-05,0,18
27,15,0.0374946,7.39499e-05,1,18
27,14,0.0343217,7.532e-05,2,16
27,13,0.0312686,4.63086e-05,4,38
27,12,0.0283145,4.82991e-05,2,32
27,11,0.0254705,3.81913e-05,3,46
27,10,0.0226939,3.32751e-05,0,54
27,9,0.019997,3.02834e-05,2,58
27,8,0.0174417,2.34247e-05,3,84
27,7,0.0149521,1.57051e-05,1,158
27,6,0.0125582,1.2725e-05,0,202
27,5,0.0102494,9.6637e-06,2,284
27,4,0.00803358,6.47398e-06,2,486
27,3,0.00590248,4.08176e-06,3,878
27,2,0.00385821,2.07926e-06,5,2078
27,1,0.00188747,8.04982e-07,16,6228
26,47,0.196138,0.000465322,0,2
26,46,0.189626,0.000460012,0,2
26,40,0.148888,0.000417616,1,2
26,39,0.143319,0.000410486,1,2
26,37,0.131725,0.000397574,0,2
26,35,0.120044,0.000381594,0,2
26,34,0.115586,0.00037507,1,2
26,33,0.11001,0.000367112,0,2
26,31,0.100205,0.000352456,0,2
26,30,0.0952185,0.000344416,1,2
26,28,0.0854361,0.000327756,0,2
26,27,0.0809962,0.000159516,0,8
26,26,0.0767562,0.000126883,4,12
26,25,0.0720719,0.000303327,0,2
26,24,0.0682296,0.000131683,0,10
26,22,0.0601979,0.000160965,1,6
26,21,0.0566307,0.000101911,0,14
26,20,0.0527824,0.000130817,0,8
26,19,0.0492685,8.92539e-05,2,16
26,18,0.0459816,0.000245695,0,2
26,17,0.0425621,0.000136351,0,6
26,16,0.0392109,7.56137e-05,2,18
26,15,0.0361688,7.26304e-05,1,18
26,14,0.033021,7.40444e-05,0,16
26,13,0.0301388,4.5641e-05,2,38
26,12,0.0272988,4.74131e-05,0,32
26,11,0.0244231,3.74466e-05,0,46
26,10,0.0218167,3.26725e-05,0,54
26,9,0.0192663,2.96779e-05,3,58
26,8,0.0167639,2.29504e-05,2,84
26,7,0.0143997,1.5394e-05,2,158
26,6,0.0120905,1.24868e-05,3,202
26,5,0.00984494,9.45542e-06,3,284
26,4,0.00773262,6.35148e-06,2,486
26,3,0.00568427,4.01585e-06,5,878
26,2,0.00371349,2.04584e-06,8,2078
26,1,0.00181602,7.91087e-07,8,6228
24,47,0.183133,0.000454019,1,2
24,46,0.176036,0.000446634,0,2
24,40,0.13864,0.000405929,0,2
24,39,0.13358,0.00039912,0,2
24,37,0.121732,0.000384021,2,2
24,35,0.112266,0.00037028,0,2
24,34,0.106765,0.000362603,0,2
24,33,0.102331,0.000355588,0,2
24,31,0.0924462,0.00033963,1,2
24,30,0.0879661,0.000332375,0,2
24,28,0.0792717,0.000317101,0,2
24,27,0.0752839,0.000154076,1,8
24,26,0.0708845,0.000121958,1,12
24,25,0.0669081,0.000293551,0,2
24,24,0.0630442,0.000127102,1,10
24,22,0.0555803,0.000154932,0,6
24,21,0.0521771,9.80748e-05,1,14
24,20,0.0488123,0.000126184,0,8
24,19,0.0456789,8.60457e-05,2,16
24,18,0.0424759,0.000237025,0,2
24,17,0.0392358,0.000131505,0,6
24,16,0.036028,7.25755e-05,1,18
24,15,0.0332513,6.96877e-05,0,18
24,14,0.0305009,7.13062e-05,2,16
24,13,0.0278583,4.39169e-05,0,38
24,12,0.0251825,4.56422e-05,0,32
24,11,0.0225867,3.59838e-05,2,46
24,10,0.0202072,3.14946e-05,2,54
24,9,0.0177641,2.84958e-05,1,58
24,8,0.0154844,2.20791e-05,1,84
24,7,0.0132912,1.48336e-05,3,158
24,6,0.0111675,1.19991e-05,3,202
24,5,0.00909776,9.11496e-06,1,284
24,4,0.00713923,6.11365e-06,3,486
24,3,0.00523985,3.8464e-06,6,878
24,2,0.0034212,1.96134e-06,5,2078
24,1,0.00167454,7.59103e-07,8,6228
23,47,0.176798,0.000364606,0,3
23,46,0.170878,0.00035938,1,3
23,40,0.134178,0.00032576,0,3
23,39,0.128814,0.000319827,2,3
23,37,0.118024,0.000308872,0,3
23,35,0.107676,0.000296123,0,3
23,34,0.102498,0.00029032,0,3
23,33,0.0978629,0.000284272,0,3
23,31,0.0891435,0.000272272,0,3
23,30,0.0842542,0.000265797,0,3
23,28,0.0758199,0.000253001,0,3
23,27,0.0723225,0.000123322,3,12
23,26,0.0682526,9.76585e-05,0,18
23,25,0.0643223,0.000234355,1,3
23,24,0.0609226,0.000101988,2,15
23,22,0.0534248,0.00012396,0,9
23,21,0.0501357,7.85034e-05,0,21
23,20,0.0468805,0.000100858,0,12
23,19,0.0439537,6.89412e-05,0,24
23,18,0.0406785,0.000189281,0,3
23,17,0.0375149,0.000105082,0,9
23,16,0.0347469,5.80595e-05,0,27
23,15,0.0318408,5.57023e-05,1,27
23,14,0.0292012,5.66326e-05,1,24
23,13,0.0266412,3.50451e-05,2,57
23,12,0.0240703,3.64828e-05,2,48
23,11,0.0217133,2.88115e-05,1,69
23,10,0.0192901,2.51082e-05,0,81
23,9,0.0170248,2.28233e-05,2,87
23,8,0.0148516,1.76615e-05,3,126
23,7,0.0127102,1.18048e-05,3,237
23,6,0.0106767,9.58219e-06,5,303
23,5,0.00871603,7.27016e-06,3,426
23,4,0.00682628,4.87402e-06,5,729
23,3,0.00501724,3.06785e-06,7,1317
23,2,0.00327658,1.56744e-06,12,3117
23,1,0.00160403,6.07184e-07,13,9342
21,47,0.164088,0.000616179,0,1
21,46,0.156647,0.00060472,0,1
21,40,0.123264,0.000546942,0,1
21,39,0.118406,0.000537539,0,1
21,37,0.108466,0.000517374,0,1
21,35,0.0987533,0.000496348,0,1
21,34,0.0947894,0.000487352,0,1
21,33,0.0893612,0.000474609,0,1
21,31,0.0821864,0.000456947,0,1
21,30,0.0773562,0.000444481,0,1
21,28,0.0695364,0.000423198,0,1
21,27,0.0660466,0.000205957,1,4
21,26,0.0624165,0.000163151,0,6
21,25,0.0585915,0.000390746,0,1
21,24,0.0555134,0.000169451,0,5
21,22,0.0490869,0.00020669,0,3
21,21,0.0461855,0.000130783,0,7
21,20,0.0427852,0.000167862,0,4
21,19,0.0400562,0.000114525,0,8
21,18,0.0374408,0.000315845,0,1
21,17,0.0342307,0.000174379,0,3
21,16,0.0316232,9.64481e-05,0,9
21,15,0.0294217,9.32926e-05,0,9
21,14,0.0265267,9.41037e-05,1,8
21,13,0.0244784,5.83161e-05,0,19
21,12,0.0220792,6.05894e-05,0,16
21,11,0.019713,4.76481e-05,0,23
21,10,0.0176427,4.16984e-05,2,27
21,9,0.0155306,3.77548e-05,0,29
21,8,0.013508,2.92572e-05,0,42
21,7,0.0115752,1.95244e-05,0,79
21,6,0.00974905,1.59179e-05,1,101
21,5,0.0079702,1.2057e-05,1,142
21,4,0.00624025,8.08841e-06,2,243
21,3,0.00458821,5.09325e-06,4,439
21,2,0.00298743,2.60048e-06,5,1039
21,1,0.00146023,1.00615e-06,4,3114
19,47,0.150257,0.000419139,0,2
19,46,0.144739,0.000412639,0,2
19,40,0.113178,0.000371602,1,2
19,39,0.108185,0.000364712,1,2
19,37,0.0994038,0.000351613,0,2
19,35,0.0900934,0.000336185,0,2
19,34,0.0870292,0.000330694,1,2
19,33,0.0824273,0.00032285,0,2
19,31,0.073838,0.000306873,0,2
19,30,0.0700706,0.000299817,0,2
19,28,0.0633484,0.000285996,0,2
19,27,0.0600136,0.00013891,0,8
19,26,0.056801,0.000110054,0,12
19,25,0.0536796,0.000264944,0,2
19,24,0.0503767,0.00011408,0,10
19,22,0.0446465,0.000139818,0,6
19,21,0.0417372,8.80485e-05,1,14
19,20,0.0390327,0.00011323,0,8
19,19,0.0363588,7.72373e-05,1,16
19,18,0.0338395,0.000212724,0,2
19,17,0.0311231,0.000117738,0,6
19,16,0.028744,6.50181e-05,1,18
19,15,0.0264377,6.2403e-05,1,18
19,14,0.0242664,6.37109e-05,0,16
19,13,0.0220547,3.91205e-05,0,38
19,12,0.0199032,4.07678e-05,1,32
19,11,0.0179185,3.21492e-05,0,46
19,10,0.0159334,2.80007e-05,0,54
19,9,0.0140441,2.54587e-05,0,58
19,8,0.0122583,1.96822e-05,2,84
19,7,0.0105106,1.31905e-05,3,158
19,6,0.008798,1.06802e-05,3,202
19,5,0.00719407,8.0894e-06,4,284
19,4,0.00562589,5.43855e-06,6,486
19,3,0.00413936,3.4283e-06,0,878
19,2,0.00269767,1.74491e-06,6,2078
19,1,0.00131996,6.75374e-07,6,6228
18,47,0.143787,0.000411781,0,2
18,46,0.137531,0.000403841,0,2
18,40,0.107312,0.000363125,0,2
18,39,0.103247,0.000357688,1,2
18,37,0.0940669,0.000342797,0,2
18,35,0.0857116,0.00032812,0,2
18,34,0.0819927,0.000322111,0,2
18,33,0.0783485,0.00031519,1,2
18,31,0.0704651,0.000300777,0,2
18,30,0.0672638,0.000294431,1,2
18,28,0.0601139,0.000279039,0,2
18,27,0.0571113,0.000135581,1,8
18,26,0.0539661,0.000107531,2,12
18,25,0.0508299,0.000257692,0,2
18,24,0.0478852,0.000111619,0,10
